date,dew,temp,press,wnd_spd,snow,rain,pollution
2012-11-23 07:00:00,-12,-6,1029,3.13,0,0,21
2012-11-23 08:00:00,-13,-2,1029,3.13,0,0,25
2012-11-23 09:00:00,-14,1,1029,3.13,0,0,27
2012-11-23 10:00:00,-15,2,1029,6.26,0,0,23
2012-11-23 11:00:00,-16,3,1028,9.39,0,0,27
2012-11-23 12:00:00,-16,4,1026,12.52,0,0,30
2012-11-23 13:00:00,-16,5,1025,15.65,0,0,29
2012-11-23 14:00:00,-16,6,1024,18.78,0,0,39
2012-11-23 15:00:00,-16,6,1023,21.91,0,0,43
2012-11-23 16:00:00,-14,6,1023,26.83,0,0,44
2012-11-23 17:00:00,-13,5,1023,31.75,0,0,49
2012-11-23 18:00:00,-13,4,1023,3.13,0,0,78
2012-11-23 19:00:00,-12,4,1024,4.02,0,0,85
2012-11-23 20:00:00,-11,4,1024,8.04,0,0,94
2012-11-23 21:00:00,-10,3,1024,12.06,0,0,105
2012-11-23 22:00:00,-10,3,1024,15.19,0,0,100
2012-11-23 23:00:00,-10,3,1024,16.98,0,0,95
2012-11-24 00:00:00,-7,-3,1024,0.45,0,0,106
2012-11-24 01:00:00,-7,-3,1023,1.34,0,0,116
2012-11-24 02:00:00,-8,-6,1023,1.79,0,0,123
2012-11-24 03:00:00,-7,-5,1022,0.89,0,0,131
2012-11-24 04:00:00,-8,-5,1022,1.78,0,0,155
2012-11-24 05:00:00,-8,-5,1022,2.23,0,0,162
2012-11-24 06:00:00,-8,-6,1022,0.89,0,0,177
2012-11-24 07:00:00,-8,-7,1022,0.89,0,0,148
2012-11-24 08:00:00,-7,-5,1023,1.79,0,0,121
2012-11-24 09:00:00,-5,-1,1023,3.58,0,0,109
2012-11-24 10:00:00,-6,2,1022,0.89,0,0,90
2012-11-24 11:00:00,-8,4,1022,1.78,0,0,84
2012-11-24 12:00:00,-9,6,1021,2.67,0,0,72
2012-11-24 13:00:00,-9,7,1020,4.46,0,0,83
2012-11-24 14:00:00,-10,7,1019,7.59,0,0,121
2012-11-24 15:00:00,-9,6,1018,3.13,0,0,141
2012-11-24 16:00:00,-10,6,1018,6.26,0,0,118
2012-11-24 17:00:00,-8,4,1018,8.05,0,0,158
2012-11-24 18:00:00,-7,2,1018,9.84,0,0,202
2012-11-24 19:00:00,-6,0,1019,11.63,0,0,204
2012-11-24 20:00:00,-5,0,1020,0.89,0,0,221
2012-11-24 21:00:00,-5,-3,1019,0.89,0,0,209
2012-11-24 22:00:00,-4,-2,1019,0.89,0,0,246
2012-11-24 23:00:00,-5,-3,1020,1.79,0,0,315
2012-11-25 00:00:00,-5,-2,1020,0.89,0,0,326
2012-11-25 01:00:00,-4,-3,1020,1.79,0,0,358
2012-11-25 02:00:00,-4,-3,1019,2.68,0,0,445
2012-11-25 03:00:00,-5,-3,1018,4.47,0,0,413
2012-11-25 04:00:00,-5,-3,1018,6.26,0,0,345
2012-11-25 05:00:00,-4,-1,1018,0.89,0,0,329
2012-11-25 06:00:00,-4,0,1018,1.79,0,0,290
2012-11-25 07:00:00,-4,-1,1019,0.45,0,0,248
2012-11-25 08:00:00,-3,0,1020,1.79,0,0,284
2012-11-25 09:00:00,-4,2,1020,4.92,0,0,247
2012-11-25 10:00:00,-3,2,1020,8.05,0,0,246
2012-11-25 11:00:00,-8,6,1020,13.86,0,0,109
2012-11-25 12:00:00,-13,8,1019,19.67,0,0,33
2012-11-25 13:00:00,-14,7,1019,27.72,0,0,20
2012-11-25 14:00:00,-15,7,1019,34.87,0,0,14
2012-11-25 15:00:00,-16,7,1020,42.02,0,0,11
2012-11-25 16:00:00,-16,7,1020,46.94,0,0,8
2012-11-25 17:00:00,-16,6,1021,51.86,0,0,9
2012-11-25 18:00:00,-16,6,1021,57.67,0,0,17
2012-11-25 19:00:00,-17,4,1022,61.69,0,0,20
2012-11-25 20:00:00,-15,2,1023,0.89,0,0,17
2012-11-25 21:00:00,-14,1,1023,4.02,0,0,13
2012-11-25 22:00:00,-16,3,1023,8.04,0,0,22
2012-11-25 23:00:00,-13,-1,1023,9.83,0,0,32
2012-11-26 00:00:00,-14,0,1023,12.96,0,0,23
2012-11-26 01:00:00,-14,2,1023,17.88,0,0,11
2012-11-26 02:00:00,-15,2,1023,25.03,0,0,19
2012-11-26 03:00:00,-15,2,1022,29.95,0,0,19
2012-11-26 04:00:00,-15,1,1022,33.97,0,0,16
2012-11-26 05:00:00,-12,-1,1022,35.76,0,0,13
2012-11-26 06:00:00,-16,1,1022,38.89,0,0,15
2012-11-26 07:00:00,-16,1,1022,42.91,0,0,15
2012-11-26 08:00:00,-16,2,1023,46.93,0,0,14
2012-11-26 09:00:00,-16,3,1023,50.06,0,0,17
2012-11-26 10:00:00,-17,4,1023,54.08,0,0,16
2012-11-26 11:00:00,-18,5,1023,61.23,0,0,11
2012-11-26 12:00:00,-19,6,1022,68.38,0,0,20
2012-11-26 13:00:00,-20,6,1021,77.32,0,0,17
2012-11-26 14:00:00,-19,7,1020,85.37,0,0,16
2012-11-26 15:00:00,-19,7,1019,92.52,0,0,23
2012-11-26 16:00:00,-18,7,1020,97.44,0,0,0
2012-11-26 17:00:00,-17,6,1020,100.57,0,0,0
2012-11-26 18:00:00,-17,5,1020,3.13,0,0,39
2012-11-26 19:00:00,-17,5,1020,7.15,0,0,34
2012-11-26 20:00:00,-16,4,1019,11.17,0,0,44
2012-11-26 21:00:00,-11,-1,1019,12.06,0,0,54
2012-11-26 22:00:00,-10,-1,1019,13.85,0,0,69
2012-11-26 23:00:00,-9,-2,1018,14.74,0,0,90
2012-11-27 00:00:00,-10,-2,1018,16.53,0,0,98
2012-11-27 01:00:00,-10,-2,1018,0.89,0,0,120
2012-11-27 02:00:00,-10,-3,1017,1.79,0,0,129
2012-11-27 03:00:00,-10,-3,1017,2.68,0,0,130
2012-11-27 04:00:00,-10,-3,1016,0.89,0,0,142
2012-11-27 05:00:00,-9,-4,1015,0.89,0,0,171
2012-11-27 06:00:00,-9,-4,1015,1.78,0,0,182
2012-11-27 07:00:00,-10,-6,1014,0.89,0,0,184
2012-11-27 08:00:00,-7,-4,1014,0.89,0,0,179
2012-11-27 09:00:00,-6,-1,1014,1.78,0,0,169
2012-11-27 10:00:00,-6,1,1013,2.67,0,0,181
2012-11-27 11:00:00,-6,2,1013,3.56,0,0,204
2012-11-27 12:00:00,-6,3,1011,4.45,0,0,234
2012-11-27 13:00:00,-6,4,1010,6.24,0,0,230
2012-11-27 14:00:00,-6,4,1008,1.79,0,0,253
2012-11-27 15:00:00,-6,4,1008,3.58,0,0,244
2012-11-27 16:00:00,-6,3,1008,0.89,0,0,241
2012-11-27 17:00:00,-5,0,1008,1.79,0,0,245
2012-11-27 18:00:00,-4,1,1008,0.89,0,0,247
2012-11-27 19:00:00,-4,-1,1009,1.79,0,0,276
2012-11-27 20:00:00,-4,1,1010,4.92,0,0,285
2012-11-27 21:00:00,-5,1,1011,0.89,0,0,161
2012-11-27 22:00:00,-23,7,1012,12.96,0,0,68
2012-11-27 23:00:00,-22,5,1013,26.82,0,0,73
2012-11-28 00:00:00,-22,5,1014,40.68,0,0,63
2012-11-28 01:00:00,-20,4,1014,51.86,0,0,63
2012-11-28 02:00:00,-18,4,1014,63.04,0,0,53
2012-11-28 03:00:00,-16,3,1016,74.22,0,0,37
2012-11-28 04:00:00,-16,1,1017,82.27,0,0,14
2012-11-28 05:00:00,-17,1,1018,92.1,0,0,11
2012-11-28 06:00:00,-17,0,1019,99.25,0,0,9
2012-11-28 07:00:00,-15,-1,1020,105.06,0,0,9
2012-11-28 08:00:00,-17,1,1022,109.08,0,0,10
2012-11-28 09:00:00,-17,1,1023,113.1,0,0,13
2012-11-28 10:00:00,-18,2,1024,122.04,0,0,23
2012-11-28 11:00:00,-18,3,1024,130.09,0,0,16
2012-11-28 12:00:00,-18,4,1023,139.03,0,0,10
2012-11-28 13:00:00,-17,4,1023,144.84,0,0,11
2012-11-28 14:00:00,-18,4,1022,149.76,0,0,11
2012-11-28 15:00:00,-17,4,1022,155.57,0,0,13
2012-11-28 16:00:00,-16,4,1022,161.38,0,0,12
2012-11-28 17:00:00,-16,4,1022,167.19,0,0,19
2012-11-28 18:00:00,-16,3,1023,170.32,0,0,13
2012-11-28 19:00:00,-13,-1,1023,173.45,0,0,18
2012-11-28 20:00:00,-15,2,1024,3.13,0,0,23
2012-11-28 21:00:00,-15,1,1024,1.79,0,0,24
2012-11-28 22:00:00,-11,-3,1024,3.58,0,0,36
2012-11-28 23:00:00,-12,-2,1024,0.89,0,0,43
2012-11-29 00:00:00,-11,-4,1024,1.79,0,0,44
2012-11-29 01:00:00,-10,-6,1024,3.58,0,0,45
2012-11-29 02:00:00,-11,-7,1024,3.13,0,0,65
2012-11-29 03:00:00,-10,-6,1024,0.89,0,0,145
2012-11-29 04:00:00,-11,-6,1024,1.79,0,0,131
2012-11-29 05:00:00,-11,-7,1024,3.58,0,0,99
2012-11-29 06:00:00,-10,-7,1024,0.89,0,0,37
2012-11-29 07:00:00,-9,-6,1025,1.78,0,0,97
2012-11-29 08:00:00,-7,-3,1026,1.79,0,0,76
2012-11-29 09:00:00,-10,0,1026,0.89,0,0,72
2012-11-29 10:00:00,-10,1,1026,1.79,0,0,58
2012-11-29 11:00:00,-14,3,1025,3.58,0,0,40
2012-11-29 12:00:00,-19,4,1024,1.79,0,0,38
2012-11-29 13:00:00,-19,5,1023,1.79,0,0,40
2012-11-29 14:00:00,-19,5,1022,3.58,0,0,42
2012-11-29 15:00:00,-19,5,1022,0.89,0,0,41
2012-11-29 16:00:00,-18,3,1022,1.79,0,0,46
2012-11-29 17:00:00,-17,1,1022,2.68,0,0,49
2012-11-29 18:00:00,-14,0,1023,0.89,0,0,59
2012-11-29 19:00:00,-9,-2,1023,0.89,0,0,80
2012-11-29 20:00:00,-9,-3,1024,1.78,0,0,71
2012-11-29 21:00:00,-9,-4,1024,0.89,0,0,81
2012-11-29 22:00:00,-10,-5,1025,1.79,0,0,79
2012-11-29 23:00:00,-11,-5,1025,3.58,0,0,122
2012-11-30 00:00:00,-11,-5,1025,6.71,0,0,167
2012-11-30 01:00:00,-11,-5,1025,9.84,0,0,152
2012-11-30 02:00:00,-14,-2,1026,4.92,0,0,78
2012-11-30 03:00:00,-14,-2,1026,12.07,0,0,42
2012-11-30 04:00:00,-16,-3,1027,16.99,0,0,31
2012-11-30 05:00:00,-18,-3,1028,22.8,0,0,24
2012-11-30 06:00:00,-19,-4,1029,30.85,0,0,17
2012-11-30 07:00:00,-20,-5,1031,34.87,0,0,13
2012-11-30 08:00:00,-20,-4,1032,40.68,0,0,23
2012-11-30 09:00:00,-21,-4,1033,47.83,0,0,11
2012-11-30 10:00:00,-21,-3,1033,54.98,0,0,21
2012-11-30 11:00:00,-21,-2,1033,59.9,0,0,18
2012-11-30 12:00:00,-23,-1,1033,64.82,0,0,14
2012-11-30 13:00:00,-23,-1,1032,69.74,0,0,16
2012-11-30 14:00:00,-24,-1,1032,73.76,0,0,12
2012-11-30 15:00:00,-24,-1,1032,77.78,0,0,9
2012-11-30 16:00:00,-24,-1,1032,81.8,0,0,16
2012-11-30 17:00:00,-24,-2,1032,1.79,0,0,14
2012-11-30 18:00:00,-21,-3,1033,3.58,0,0,32
2012-11-30 19:00:00,-21,-4,1034,0.89,0,0,19
2012-11-30 20:00:00,-21,-6,1034,1.79,0,0,20
2012-11-30 21:00:00,-18,-6,1035,0.89,0,0,25
2012-11-30 22:00:00,-20,-5,1035,1.78,0,0,45
2012-11-30 23:00:00,-17,-7,1036,2.67,0,0,51
2012-12-01 00:00:00,-16,-8,1035,1.79,0,0,41
2012-12-01 01:00:00,-17,-7,1035,0.89,0,0,46
2012-12-01 02:00:00,-15,-7,1036,1.34,0,0,37
2012-12-01 03:00:00,-15,-9,1035,0.89,0,0,48
2012-12-01 04:00:00,-14,-9,1035,1.78,0,0,43
2012-12-01 05:00:00,-17,-8,1034,2.67,0,0,77
2012-12-01 06:00:00,-16,-8,1034,3.56,0,0,53
2012-12-01 07:00:00,-13,-8,1033,4.45,0,0,57
2012-12-01 08:00:00,-15,-6,1033,0.89,0,0,78
2012-12-01 09:00:00,-16,-5,1033,1.78,0,0,84
2012-12-01 10:00:00,-15,-4,1033,2.67,0,0,101
2012-12-01 11:00:00,-14,-3,1032,1.79,0,0,117
2012-12-01 12:00:00,-14,-2,1030,4.92,0,0,118
2012-12-01 13:00:00,-14,-2,1029,9.84,0,0,107
2012-12-01 14:00:00,-13,-1,1028,13.86,0,0,90
2012-12-01 15:00:00,-11,-1,1028,18.78,0,0,78
2012-12-01 16:00:00,-10,-2,1027,23.7,0,0,76
2012-12-01 17:00:00,-8,-2,1027,26.83,0,0,79
2012-12-01 18:00:00,-8,-4,1026,29.96,0,0,93
2012-12-01 19:00:00,-7,-4,1026,31.75,0,0,97
2012-12-01 20:00:00,-7,-4,1025,33.54,0,0,97
2012-12-01 21:00:00,-6,-5,1025,34.43,0,0,105
2012-12-01 22:00:00,-7,-6,1024,36.22,0,0,112
2012-12-01 23:00:00,-6,-5,1024,38.01,0,0,119
2012-12-02 00:00:00,-7,-6,1024,0.89,0,0,128
2012-12-02 01:00:00,-7,-6,1024,1.78,0,0,129
2012-12-02 02:00:00,-7,-7,1024,0.89,0,0,132
2012-12-02 03:00:00,-7,-7,1023,1.78,0,0,151
2012-12-02 04:00:00,-8,-8,1022,1.79,0,0,163
2012-12-02 05:00:00,-9,-8,1022,3.58,0,0,166
2012-12-02 06:00:00,-7,-7,1021,0.89,0,0,155
2012-12-02 07:00:00,-6,-6,1022,1.78,0,0,185
2012-12-02 08:00:00,-6,-6,1022,0.89,0,0,192
2012-12-02 09:00:00,-6,-6,1022,1.78,1,0,232
2012-12-02 10:00:00,-6,-5,1022,1.79,2,0,253
2012-12-02 11:00:00,-5,-4,1021,1.79,0,0,292
2012-12-02 12:00:00,-5,-3,1021,0.89,0,0,294
2012-12-02 13:00:00,-5,-3,1019,1.78,0,0,266
2012-12-02 14:00:00,-5,-3,1018,1.79,0,0,289
2012-12-02 15:00:00,-5,-3,1018,1.79,0,0,305
2012-12-02 16:00:00,-5,-2,1018,3.58,0,0,332
2012-12-02 17:00:00,-5,-3,1018,5.37,0,0,316
2012-12-02 18:00:00,-6,-3,1018,7.16,0,0,263
2012-12-02 19:00:00,-5,-3,1018,8.95,0,0,277
2012-12-02 20:00:00,-5,-4,1018,9.84,0,0,282
2012-12-02 21:00:00,-5,-4,1018,0.89,0,0,259
2012-12-02 22:00:00,-6,-4,1018,0.89,0,0,268
2012-12-02 23:00:00,-5,-4,1017,1.78,0,0,313
2012-12-03 00:00:00,-7,-6,1017,2.67,0,0,322
2012-12-03 01:00:00,-6,-6,1018,1.79,0,0,318
2012-12-03 02:00:00,-6,-5,1018,2.68,0,0,327
2012-12-03 03:00:00,-9,-8,1018,4.47,0,0,315
2012-12-03 04:00:00,-7,-6,1018,7.6,0,0,36
2012-12-03 05:00:00,-9,-6,1018,9.39,0,0,9
2012-12-03 06:00:00,-10,-3,1019,16.54,0,0,12
2012-12-03 07:00:00,-14,-2,1021,24.59,0,0,12
2012-12-03 08:00:00,-16,-1,1021,33.53,0,0,12
2012-12-03 09:00:00,-18,0,1022,41.58,0,0,9
2012-12-03 10:00:00,-18,1,1022,44.71,0,0,14
2012-12-03 11:00:00,-18,2,1022,51.86,0,0,15
2012-12-03 12:00:00,-19,3,1021,59.01,0,0,20
2012-12-03 13:00:00,-19,2,1021,66.16,0,0,18
2012-12-03 14:00:00,-19,2,1021,73.31,0,0,16
2012-12-03 15:00:00,-19,3,1021,81.36,0,0,14
2012-12-03 16:00:00,-18,2,1022,89.41,0,0,15
2012-12-03 17:00:00,-18,1,1023,96.56,0,0,11
2012-12-03 18:00:00,-18,1,1023,103.71,0,0,14
2012-12-03 19:00:00,-18,0,1024,109.52,0,0,20
2012-12-03 20:00:00,-18,-1,1025,113.54,0,0,23
2012-12-03 21:00:00,-14,-5,1025,0.89,0,0,27
2012-12-03 22:00:00,-12,-6,1024,0.89,0,0,38
2012-12-03 23:00:00,-13,-5,1024,1.34,0,0,40
2012-12-04 00:00:00,-13,-5,1024,1.79,0,0,36
2012-12-04 01:00:00,-13,-5,1024,4.92,0,0,54
2012-12-04 02:00:00,-14,-5,1023,8.05,0,0,61
2012-12-04 03:00:00,-14,-6,1023,0.89,0,0,59
2012-12-04 04:00:00,-13,-7,1022,0.89,0,0,71
2012-12-04 05:00:00,-13,-9,1022,0.89,0,0,102
2012-12-04 06:00:00,-13,-10,1022,1.78,0,0,100
2012-12-04 07:00:00,-12,-9,1022,2.67,0,0,99
2012-12-04 08:00:00,-12,-8,1023,0.89,0,0,82
2012-12-04 09:00:00,-10,-5,1023,1.78,0,0,95
2012-12-04 10:00:00,-10,-3,1023,2.67,0,0,71
2012-12-04 11:00:00,-11,-1,1022,1.79,0,0,91
2012-12-04 12:00:00,-13,0,1021,0.89,0,0,95
2012-12-04 13:00:00,-14,1,1020,1.78,0,0,109
2012-12-04 14:00:00,-14,2,1019,2.67,0,0,113
2012-12-04 15:00:00,-15,3,1019,3.56,0,0,125
2012-12-04 16:00:00,-15,1,1019,1.79,0,0,138
2012-12-04 17:00:00,-12,-1,1019,1.79,0,0,128
2012-12-04 18:00:00,-15,0,1020,3.58,0,0,138
2012-12-04 19:00:00,-11,-4,1021,0.89,0,0,149
2012-12-04 20:00:00,-11,-6,1021,1.79,0,0,123
2012-12-04 21:00:00,-12,-4,1021,1.79,0,0,78
2012-12-04 22:00:00,-13,-3,1022,4.92,0,0,50
2012-12-04 23:00:00,-14,-4,1022,0.89,0,0,39
2012-12-05 00:00:00,-13,-5,1022,1.78,0,0,34
2012-12-05 01:00:00,-13,-8,1022,2.23,0,0,35
2012-12-05 02:00:00,-14,-7,1022,3.12,0,0,22
2012-12-05 03:00:00,-16,-3,1022,4.02,0,0,13
2012-12-05 04:00:00,-16,-2,1022,11.17,0,0,9
2012-12-05 05:00:00,-17,-2,1022,19.22,0,0,9
2012-12-05 06:00:00,-17,-4,1023,24.14,0,0,8
2012-12-05 07:00:00,-19,-3,1024,29.95,0,0,7
2012-12-05 08:00:00,-19,-3,1024,35.76,0,0,9
2012-12-05 09:00:00,-19,-2,1024,41.57,0,0,9
2012-12-05 10:00:00,-21,-3,1025,50.51,0,0,9
2012-12-05 11:00:00,-24,-2,1025,62.58,0,0,11
2012-12-05 12:00:00,-23,-2,1024,74.65,0,0,9
2012-12-05 13:00:00,-24,-2,1024,85.83,0,0,15
2012-12-05 14:00:00,-24,-2,1024,95.66,0,0,12
2012-12-05 15:00:00,-24,-2,1024,106.84,0,0,10
2012-12-05 16:00:00,-24,-3,1025,114.89,0,0,7
2012-12-05 17:00:00,-24,-5,1025,120.7,0,0,9
2012-12-05 18:00:00,-23,-5,1026,126.51,0,0,10
2012-12-05 19:00:00,-22,-6,1026,132.32,0,0,9
2012-12-05 20:00:00,-22,-8,1026,135.45,0,0,14
2012-12-05 21:00:00,-21,-7,1026,1.79,0,0,17
2012-12-05 22:00:00,-20,-8,1026,0.89,0,0,25
2012-12-05 23:00:00,-17,-10,1025,0.89,0,0,29
2012-12-06 00:00:00,-17,-10,1024,1.78,0,0,26
2012-12-06 01:00:00,-18,-9,1024,3.57,0,0,44
2012-12-06 02:00:00,-17,-10,1024,0.89,0,0,43
2012-12-06 03:00:00,-19,-8,1024,3.13,0,0,28
2012-12-06 04:00:00,-18,-9,1023,1.79,0,0,47
2012-12-06 05:00:00,-19,-9,1023,3.58,0,0,49
2012-12-06 06:00:00,-17,-10,1024,0.89,0,0,48
2012-12-06 07:00:00,-16,-9,1023,1.78,0,0,39
2012-12-06 08:00:00,-14,-8,1023,1.79,0,0,41
2012-12-06 09:00:00,-13,-9,1023,0.89,0,0,42
2012-12-06 10:00:00,-14,-6,1023,1.78,0,0,99
2012-12-06 11:00:00,-14,-5,1023,1.79,0,0,83
2012-12-06 12:00:00,-16,-4,1021,3.58,0,0,44
2012-12-06 13:00:00,-17,-3,1020,5.37,0,0,44
2012-12-06 14:00:00,-18,-2,1019,0.89,0,0,37
2012-12-06 15:00:00,-18,-2,1019,3.13,0,0,39
2012-12-06 16:00:00,-18,-3,1019,4.92,0,0,54
2012-12-06 17:00:00,-18,-4,1020,5.81,0,0,78
2012-12-06 18:00:00,-15,-6,1021,6.7,0,0,95
2012-12-06 19:00:00,-16,-6,1022,0.89,0,0,106
2012-12-06 20:00:00,-15,-7,1022,0.45,0,0,155
2012-12-06 21:00:00,-15,-9,1022,0.89,0,0,144
2012-12-06 22:00:00,-15,-9,1023,4.02,0,0,137
2012-12-06 23:00:00,-15,-10,1023,5.81,0,0,158
2012-12-07 00:00:00,-14,-8,1023,7.6,0,0,149
2012-12-07 01:00:00,-14,-7,1024,11.62,0,0,149
2012-12-07 02:00:00,-15,-8,1024,14.75,0,0,114
2012-12-07 03:00:00,-15,-9,1024,19.67,0,0,84
2012-12-07 04:00:00,-15,-10,1024,23.69,0,0,61
2012-12-07 05:00:00,-16,-11,1024,27.71,0,0,51
2012-12-07 06:00:00,-18,-9,1024,29.5,0,0,40
2012-12-07 07:00:00,-18,-11,1024,32.63,0,0,31
2012-12-07 08:00:00,-17,-8,1025,34.42,0,0,36
2012-12-07 09:00:00,-18,-6,1025,0.89,0,0,35
2012-12-07 10:00:00,-18,-5,1025,3.13,0,0,44
2012-12-07 11:00:00,-20,-3,1024,4.92,0,0,44
2012-12-07 12:00:00,-20,-2,1023,0.89,0,0,46
2012-12-07 13:00:00,-21,-1,1022,1.78,0,0,50
2012-12-07 14:00:00,-21,1,1021,2.67,0,0,95
2012-12-07 15:00:00,-22,1,1021,8.94,0,0,85
2012-12-07 16:00:00,-19,0,1022,16.09,0,0,97
2012-12-07 17:00:00,-17,-1,1022,21.9,0,0,102
2012-12-07 18:00:00,-17,-1,1023,27.71,0,0,61
2012-12-07 19:00:00,-21,-2,1024,33.52,0,0,16
2012-12-07 20:00:00,-21,-3,1025,40.67,0,0,18
2012-12-07 21:00:00,-22,-3,1025,49.61,0,0,9
2012-12-07 22:00:00,-24,-5,1026,56.76,0,0,9
2012-12-07 23:00:00,-24,-6,1027,62.57,0,0,10
2012-12-08 00:00:00,-25,-7,1028,72.4,0,0,16
2012-12-08 01:00:00,-27,-8,1029,82.23,0,0,13
2012-12-08 02:00:00,-27,-9,1029,92.06,0,0,9
2012-12-08 03:00:00,-27,-9,1029,100.11,0,0,9
2012-12-08 04:00:00,-27,-10,1029,109.05,0,0,8
2012-12-08 05:00:00,-27,-10,1029,117.1,0,0,7
2012-12-08 06:00:00,-27,-10,1029,125.15,0,0,10
2012-12-08 07:00:00,-27,-10,1029,130.96,0,0,11
2012-12-08 08:00:00,-27,-9,1029,139.01,0,0,14
2012-12-08 09:00:00,-27,-8,1029,147.95,0,0,16
2012-12-08 10:00:00,-28,-7,1029,156,0,0,16
2012-12-08 11:00:00,-27,-6,1029,161.81,0,0,14
2012-12-08 12:00:00,-27,-5,1028,167.62,0,0,16
2012-12-08 13:00:00,-27,-5,1027,177.45,0,0,14
2012-12-08 14:00:00,-27,-4,1026,186.39,0,0,17
2012-12-08 15:00:00,-26,-4,1026,193.54,0,0,14
2012-12-08 16:00:00,-26,-5,1027,202.48,0,0,14
2012-12-08 17:00:00,-25,-7,1026,209.63,0,0,13
2012-12-08 18:00:00,-25,-7,1027,217.68,0,0,13
2012-12-08 19:00:00,-25,-7,1027,225.73,0,0,14
2012-12-08 20:00:00,-25,-7,1027,235.56,0,0,15
2012-12-08 21:00:00,-24,-8,1028,241.37,0,0,14
2012-12-08 22:00:00,-24,-7,1028,249.42,0,0,13
2012-12-08 23:00:00,-25,-7,1028,256.57,0,0,16
2012-12-09 00:00:00,-25,-7,1028,265.51,0,0,15
2012-12-09 01:00:00,-25,-8,1028,272.66,0,0,17
2012-12-09 02:00:00,-25,-8,1029,278.47,0,0,13
2012-12-09 03:00:00,-24,-8,1028,284.28,0,0,14
2012-12-09 04:00:00,-25,-8,1028,291.43,0,0,10
2012-12-09 05:00:00,-25,-8,1027,296.35,0,0,13
2012-12-09 06:00:00,-24,-10,1027,301.27,0,0,0
2012-12-09 07:00:00,-23,-10,1028,305.29,0,0,16
2012-12-09 08:00:00,-22,-9,1029,309.31,0,0,15
2012-12-09 09:00:00,-23,-6,1029,315.12,0,0,15
2012-12-09 10:00:00,-22,-4,1029,319.14,0,0,19
2012-12-09 11:00:00,-23,-2,1028,327.19,0,0,17
2012-12-09 12:00:00,-24,-1,1027,334.34,0,0,18
2012-12-09 13:00:00,-26,0,1026,341.49,0,0,21
2012-12-09 14:00:00,-26,1,1026,348.64,0,0,20
2012-12-09 15:00:00,-26,1,1025,355.79,0,0,14
2012-12-09 16:00:00,-26,0,1025,362.94,0,0,16
2012-12-09 17:00:00,-23,0,1025,368.75,0,0,21
2012-12-09 18:00:00,-20,-5,1026,0.89,0,0,27
2012-12-09 19:00:00,-18,-8,1026,3.13,0,0,28
2012-12-09 20:00:00,-18,-5,1026,1.79,0,0,43
2012-12-09 21:00:00,-16,-6,1027,3.13,0,0,51
2012-12-09 22:00:00,-16,-4,1027,4.92,0,0,48
2012-12-09 23:00:00,-16,-3,1027,8.94,0,0,35
2012-12-10 00:00:00,-16,-5,1027,3.13,0,0,37
2012-12-10 01:00:00,-16,-6,1027,6.26,0,0,30
2012-12-10 02:00:00,-15,-6,1027,9.39,0,0,22
2012-12-10 03:00:00,-16,-4,1027,12.52,0,0,29
2012-12-10 04:00:00,-16,-5,1027,15.65,0,0,21
2012-12-10 05:00:00,-16,-6,1028,1.79,0,0,27
2012-12-10 06:00:00,-15,-8,1028,0.89,0,0,25
2012-12-10 07:00:00,-16,-10,1029,1.78,0,0,38
2012-12-10 08:00:00,-13,-7,1030,3.13,0,0,59
2012-12-10 09:00:00,-13,-3,1030,6.26,0,0,102
2012-12-10 10:00:00,-14,-2,1030,8.05,0,0,78
2012-12-10 11:00:00,-15,-2,1030,9.84,0,0,68
2012-12-10 12:00:00,-15,-1,1030,1.79,0,0,62
2012-12-10 13:00:00,-14,-1,1029,3.58,0,0,75
2012-12-10 14:00:00,-13,-1,1029,6.71,0,0,82
2012-12-10 15:00:00,-13,-1,1029,8.5,0,0,96
2012-12-10 16:00:00,-13,-1,1029,10.29,0,0,92
2012-12-10 17:00:00,-13,-3,1030,0.89,0,0,80
2012-12-10 18:00:00,-13,-6,1030,1.78,0,0,97
2012-12-10 19:00:00,-12,-5,1031,2.67,0,0,104
2012-12-10 20:00:00,-11,-5,1031,0.89,0,0,122
2012-12-10 21:00:00,-11,-5,1032,0.89,0,0,117
2012-12-10 22:00:00,-11,-6,1032,1.34,0,0,120
2012-12-10 23:00:00,-10,-6,1032,1.79,0,0,129
2012-12-11 00:00:00,-11,-7,1032,2.68,0,0,179
2012-12-11 01:00:00,-11,-8,1032,3.13,0,0,165
2012-12-11 02:00:00,-13,-9,1032,3.58,0,0,200
2012-12-11 03:00:00,-11,-9,1032,4.03,0,0,211
2012-12-11 04:00:00,-12,-9,1032,4.48,0,0,146
2012-12-11 05:00:00,-12,-10,1032,0.89,0,0,107
2012-12-11 06:00:00,-12,-10,1033,1.79,0,0,116
2012-12-11 07:00:00,-12,-9,1033,1.79,0,0,125
2012-12-11 08:00:00,-11,-9,1034,1.79,0,0,148
2012-12-11 09:00:00,-9,-5,1035,4.92,0,0,95
2012-12-11 10:00:00,-9,-4,1035,8.05,0,0,101
2012-12-11 11:00:00,-10,-3,1034,9.84,0,0,73
2012-12-11 12:00:00,-10,-1,1034,11.63,0,0,107
2012-12-11 13:00:00,-12,0,1033,0.89,0,0,114
2012-12-11 14:00:00,-12,-1,1032,1.78,0,0,115
